,Pays,Année,Valeur (MW),Type,Class
5461,Croatie,2020,2226955.0,Imports,Bioénergie
5462,Croatie,2021,2633987.0,Imports,Bioénergie
5463,Hongrie,2013,2423570.0,Imports,Bioénergie
5464,Hongrie,2014,3398734.0,Imports,Bioénergie
5465,Hongrie,2015,3775457.0,Imports,Bioénergie
5466,Hongrie,2016,3838768.0,Imports,Bioénergie
5467,Hongrie,2017,4113301.9999999995,Imports,Bioénergie
5468,Hongrie,2018,4281373.0,Imports,Bioénergie
5469,Hongrie,2019,4375764.0,Imports,Bioénergie
5470,Hongrie,2020,4118737.0,Imports,Bioénergie
5471,Hongrie,2021,4007825.0,Imports,Bioénergie
5472,Irlande,2013,1379472.0,Imports,Bioénergie
5473,Irlande,2014,1602096.0,Imports,Bioénergie
5474,Irlande,2015,1418853.0,Imports,Bioénergie
5475,Irlande,2016,1646286.0,Imports,Bioénergie
5476,Irlande,2017,1877019.0,Imports,Bioénergie
5477,Irlande,2018,1811894.0,Imports,Bioénergie
5478,Irlande,2019,2111700.0,Imports,Bioénergie
5479,Irlande,2020,2186282.0,Imports,Bioénergie
5480,Irlande,2021,1930065.0,Imports,Bioénergie
5481,Italie,2013,37219290.0,Imports,Bioénergie
5482,Italie,2014,37950449.0,Imports,Bioénergie
5483,Italie,2015,36119112.0,Imports,Bioénergie
5484,Italie,2016,34079623.0,Imports,Bioénergie
5485,Italie,2017,33637367.0,Imports,Bioénergie
5486,Italie,2018,37253019.0,Imports,Bioénergie
5487,Italie,2019,35253557.0,Imports,Bioénergie
5488,Italie,2020,34599920.0,Imports,Bioénergie
5489,Italie,2021,38008794.0,Imports,Bioénergie
5490,Lituanie,2013,2467075.0,Imports,Bioénergie
5491,Lituanie,2014,2720720.0,Imports,Bioénergie
5492,Lituanie,2015,3032055.0,Imports,Bioénergie
5493,Lituanie,2016,3409239.0,Imports,Bioénergie
5494,Lituanie,2017,3500251.0,Imports,Bioénergie
5495,Lituanie,2018,4417772.0,Imports,Bioénergie
5496,Lituanie,2019,4114194.9999999995,Imports,Bioénergie
5497,Lituanie,2020,4131709.0,Imports,Bioénergie
5498,Lituanie,2021,5151267.0,Imports,Bioénergie
5499,Luxembourg,2013,1013886.0,Imports,Bioénergie
5500,Luxembourg,2014,1219393.0,Imports,Bioénergie
5501,Luxembourg,2015,1732001.0,Imports,Bioénergie
5502,Luxembourg,2016,1971866.0,Imports,Bioénergie
5503,Luxembourg,2017,2302042.0,Imports,Bioénergie
5504,Luxembourg,2018,2479476.0,Imports,Bioénergie
5505,Luxembourg,2019,2667129.0,Imports,Bioénergie
5506,Luxembourg,2020,2973878.0,Imports,Bioénergie
5507,Luxembourg,2021,3063288.0,Imports,Bioénergie
5508,Lettonie,2013,1055065.0,Imports,Bioénergie
5509,Lettonie,2014,1570595.0,Imports,Bioénergie
5510,Lettonie,2015,2155827.0,Imports,Bioénergie
5511,Lettonie,2016,2280688.0,Imports,Bioénergie
5512,Lettonie,2017,2346731.0,Imports,Bioénergie
5513,Lettonie,2018,3563949.0,Imports,Bioénergie
5514,Lettonie,2019,5100120.0,Imports,Bioénergie
5515,Lettonie,2020,7540468.0,Imports,Bioénergie
5516,Lettonie,2021,6881404.0,Imports,Bioénergie
5517,Malte,2013,38434.0,Imports,Bioénergie
5518,Malte,2014,60656.0,Imports,Bioénergie
5519,Malte,2015,68400.0,Imports,Bioénergie
5520,Malte,2016,121339.0,Imports,Bioénergie
5521,Malte,2017,97683.0,Imports,Bioénergie
5522,Malte,2018,131219.0,Imports,Bioénergie
5523,Malte,2019,153480.0,Imports,Bioénergie
5524,Malte,2020,188191.0,Imports,Bioénergie
5525,Malte,2021,182190.0,Imports,Bioénergie
5526,Pays-Bas,2013,9206682.0,Imports,Bioénergie
5527,Pays-Bas,2014,8379105.0,Imports,Bioénergie
5528,Pays-Bas,2015,7868804.0,Imports,Bioénergie
5529,Pays-Bas,2016,8111580.0,Imports,Bioénergie
5530,Pays-Bas,2017,7107542.0,Imports,Bioénergie
5531,Pays-Bas,2018,8108070.0,Imports,Bioénergie
5532,Pays-Bas,2019,11474466.0,Imports,Bioénergie
5533,Pays-Bas,2020,20456864.0,Imports,Bioénergie
5534,Pays-Bas,2021,24307726.0,Imports,Bioénergie
5535,Pologne,2013,2454889.0,Imports,Bioénergie
5536,Pologne,2014,12029658.0,Imports,Bioénergie
5537,Pologne,2015,11131203.0,Imports,Bioénergie
5538,Pologne,2016,10350235.0,Imports,Bioénergie
5539,Pologne,2017,9344587.0,Imports,Bioénergie
5540,Pologne,2018,10982801.0,Imports,Bioénergie
5541,Pologne,2019,13577578.0,Imports,Bioénergie
5542,Pologne,2020,12937075.0,Imports,Bioénergie
5543,Pologne,2021,11100278.0,Imports,Bioénergie
5544,Portugal,2013,1310331.0,Imports,Bioénergie
5545,Portugal,2014,1247945.0,Imports,Bioénergie
5546,Portugal,2015,2154658.0,Imports,Bioénergie
5547,Portugal,2016,1722243.0,Imports,Bioénergie
5548,Portugal,2017,1075543.0,Imports,Bioénergie
5549,Portugal,2018,1333127.0,Imports,Bioénergie
5550,Portugal,2019,1330963.0,Imports,Bioénergie
5551,Portugal,2020,1613717.0,Imports,Bioénergie
5552,Portugal,2021,3049731.0,Imports,Bioénergie
5553,Roumanie,2013,2285014.0,Imports,Bioénergie
5554,Roumanie,2014,2479600.0,Imports,Bioénergie
5555,Roumanie,2015,2255499.0,Imports,Bioénergie
5556,Roumanie,2016,2519812.0,Imports,Bioénergie
5557,Roumanie,2017,3234820.0,Imports,Bioénergie
5558,Roumanie,2018,2370986.0,Imports,Bioénergie
5559,Roumanie,2019,2902228.0,Imports,Bioénergie
5560,Roumanie,2020,2899033.0,Imports,Bioénergie
5561,Roumanie,2021,3753624.0,Imports,Bioénergie
5562,Suède,2013,9165069.0,Imports,Bioénergie
5563,Suède,2014,11429267.0,Imports,Bioénergie
5564,Suède,2015,13045647.0,Imports,Bioénergie
5565,Suède,2016,15630368.0,Imports,Bioénergie
5566,Suède,2017,20123107.0,Imports,Bioénergie
5567,Suède,2018,23017991.0,Imports,Bioénergie
5568,Suède,2019,21108370.0,Imports,Bioénergie
5569,Suède,2020,21267724.0,Imports,Bioénergie
5570,Suède,2021,22464862.0,Imports,Bioénergie
5571,Slovénie,2013,803670.0,Imports,Bioénergie
5572,Slovénie,2014,627753.0,Imports,Bioénergie
5573,Slovénie,2015,518541.00000000006,Imports,Bioénergie
5574,Slovénie,2016,368552.0,Imports,Bioénergie
5575,Slovénie,2017,505403.0,Imports,Bioénergie
5576,Slovénie,2018,1056330.0,Imports,Bioénergie
5577,Slovénie,2019,1189033.0,Imports,Bioénergie
5578,Slovénie,2020,1232586.0,Imports,Bioénergie
5579,Slovénie,2021,1376628.0,Imports,Bioénergie
5580,Slovaquie,2013,866636.0,Imports,Bioénergie
5581,Slovaquie,2014,1480532.0,Imports,Bioénergie
5582,Slovaquie,2015,2101637.0,Imports,Bioénergie
5583,Slovaquie,2016,2044071.0,Imports,Bioénergie
5584,Slovaquie,2017,2347529.0,Imports,Bioénergie
5585,Slovaquie,2018,2072226.9999999998,Imports,Bioénergie
5586,Slovaquie,2019,2131467.0,Imports,Bioénergie
5587,Slovaquie,2020,2018734.0,Imports,Bioénergie
5588,Slovaquie,2021,2061453.0,Imports,Bioénergie
5589,Autriche,2013,0.0,Imports,Biogaz
5590,Autriche,2014,0.0,Imports,Biogaz
5591,Autriche,2015,0.0,Imports,Biogaz
5592,Autriche,2016,0.0,Imports,Biogaz
5593,Autriche,2017,0.0,Imports,Biogaz
5594,Autriche,2018,0.0,Imports,Biogaz
5595,Autriche,2019,0.0,Imports,Biogaz
5596,Autriche,2020,0.0,Imports,Biogaz
5597,Autriche,2021,0.0,Imports,Biogaz
5598,Belgique,2013,0.0,Imports,Biogaz
5599,Belgique,2014,0.0,Imports,Biogaz
5600,Belgique,2015,0.0,Imports,Biogaz
5601,Belgique,2016,0.0,Imports,Biogaz
5602,Belgique,2017,0.0,Imports,Biogaz
5603,Belgique,2018,0.0,Imports,Biogaz
5604,Belgique,2019,0.0,Imports,Biogaz
5605,Belgique,2020,0.0,Imports,Biogaz
5606,Belgique,2021,0.0,Imports,Biogaz
5607,Bulgarie,2013,0.0,Imports,Biogaz
5608,Bulgarie,2014,0.0,Imports,Biogaz
5609,Bulgarie,2015,0.0,Imports,Biogaz
5610,Bulgarie,2016,0.0,Imports,Biogaz
5611,Bulgarie,2017,0.0,Imports,Biogaz
5612,Bulgarie,2018,0.0,Imports,Biogaz
5613,Bulgarie,2019,0.0,Imports,Biogaz
5614,Bulgarie,2020,0.0,Imports,Biogaz
5615,Bulgarie,2021,0.0,Imports,Biogaz
5616,Chypre,2013,0.0,Imports,Biogaz
5617,Chypre,2014,0.0,Imports,Biogaz
5618,Chypre,2015,0.0,Imports,Biogaz
5619,Chypre,2016,0.0,Imports,Biogaz
5620,Chypre,2017,0.0,Imports,Biogaz
5621,Chypre,2018,0.0,Imports,Biogaz
5622,Chypre,2019,0.0,Imports,Biogaz
5623,Chypre,2020,0.0,Imports,Biogaz
5624,Chypre,2021,0.0,Imports,Biogaz
5625,République tchèque,2013,0.0,Imports,Biogaz
5626,République tchèque,2014,0.0,Imports,Biogaz
5627,République tchèque,2015,0.0,Imports,Biogaz
5628,République tchèque,2016,0.0,Imports,Biogaz
5629,République tchèque,2017,0.0,Imports,Biogaz
5630,République tchèque,2018,0.0,Imports,Biogaz
5631,République tchèque,2019,0.0,Imports,Biogaz
5632,République tchèque,2020,0.0,Imports,Biogaz
5633,République tchèque,2021,220281.0,Imports,Biogaz
5634,Allemagne,2013,0.0,Imports,Biogaz
5635,Allemagne,2014,0.0,Imports,Biogaz
5636,Allemagne,2015,0.0,Imports,Biogaz
5637,Allemagne,2016,0.0,Imports,Biogaz
5638,Allemagne,2017,0.0,Imports,Biogaz
5639,Allemagne,2018,0.0,Imports,Biogaz
5640,Allemagne,2019,0.0,Imports,Biogaz
5641,Allemagne,2020,0.0,Imports,Biogaz
5642,Allemagne,2021,0.0,Imports,Biogaz
5643,Danemark,2013,0.0,Imports,Biogaz
5644,Danemark,2014,0.0,Imports,Biogaz
5645,Danemark,2015,0.0,Imports,Biogaz
5646,Danemark,2016,0.0,Imports,Biogaz
5647,Danemark,2017,0.0,Imports,Biogaz
5648,Danemark,2018,0.0,Imports,Biogaz
5649,Danemark,2019,0.0,Imports,Biogaz
5650,Danemark,2020,0.0,Imports,Biogaz
5651,Danemark,2021,0.0,Imports,Biogaz
5652,Estonie,2013,0.0,Imports,Biogaz
5653,Estonie,2014,0.0,Imports,Biogaz
5654,Estonie,2015,0.0,Imports,Biogaz
5655,Estonie,2016,0.0,Imports,Biogaz
5656,Estonie,2017,0.0,Imports,Biogaz
5657,Estonie,2018,0.0,Imports,Biogaz
5658,Estonie,2019,0.0,Imports,Biogaz
5659,Estonie,2020,0.0,Imports,Biogaz
5660,Estonie,2021,0.0,Imports,Biogaz
5661,Grèce,2013,0.0,Imports,Biogaz
5662,Grèce,2014,0.0,Imports,Biogaz
5663,Grèce,2015,0.0,Imports,Biogaz
5664,Grèce,2016,0.0,Imports,Biogaz
5665,Grèce,2017,0.0,Imports,Biogaz
5666,Grèce,2018,0.0,Imports,Biogaz
5667,Grèce,2019,0.0,Imports,Biogaz
5668,Grèce,2020,0.0,Imports,Biogaz
5669,Grèce,2021,0.0,Imports,Biogaz
5670,Espagne,2013,0.0,Imports,Biogaz
5671,Espagne,2014,0.0,Imports,Biogaz
5672,Espagne,2015,0.0,Imports,Biogaz
5673,Espagne,2016,0.0,Imports,Biogaz
5674,Espagne,2017,0.0,Imports,Biogaz
5675,Espagne,2018,0.0,Imports,Biogaz
5676,Espagne,2019,0.0,Imports,Biogaz
5677,Espagne,2020,0.0,Imports,Biogaz
5678,Espagne,2021,0.0,Imports,Biogaz
5679,Finlande,2013,0.0,Imports,Biogaz
5680,Finlande,2014,0.0,Imports,Biogaz
5681,Finlande,2015,0.0,Imports,Biogaz
5682,Finlande,2016,0.0,Imports,Biogaz
5683,Finlande,2017,0.0,Imports,Biogaz
5684,Finlande,2018,0.0,Imports,Biogaz
5685,Finlande,2019,0.0,Imports,Biogaz
5686,Finlande,2020,0.0,Imports,Biogaz
5687,Finlande,2021,0.0,Imports,Biogaz
5688,France,2013,0.0,Imports,Biogaz
5689,France,2014,0.0,Imports,Biogaz
5690,France,2015,0.0,Imports,Biogaz
5691,France,2016,0.0,Imports,Biogaz
5692,France,2017,0.0,Imports,Biogaz
5693,France,2018,0.0,Imports,Biogaz
5694,France,2019,0.0,Imports,Biogaz
5695,France,2020,0.0,Imports,Biogaz
5696,France,2021,0.0,Imports,Biogaz
5697,Croatie,2013,0.0,Imports,Biogaz
5698,Croatie,2014,0.0,Imports,Biogaz
5699,Croatie,2015,0.0,Imports,Biogaz
5700,Croatie,2016,0.0,Imports,Biogaz
5701,Croatie,2017,0.0,Imports,Biogaz
5702,Croatie,2018,0.0,Imports,Biogaz
5703,Croatie,2019,0.0,Imports,Biogaz
5704,Croatie,2020,0.0,Imports,Biogaz
5705,Croatie,2021,0.0,Imports,Biogaz
5706,Hongrie,2013,0.0,Imports,Biogaz
5707,Hongrie,2014,0.0,Imports,Biogaz
5708,Hongrie,2015,0.0,Imports,Biogaz
5709,Hongrie,2016,0.0,Imports,Biogaz
5710,Hongrie,2017,0.0,Imports,Biogaz
5711,Hongrie,2018,0.0,Imports,Biogaz
5712,Hongrie,2019,0.0,Imports,Biogaz
5713,Hongrie,2020,0.0,Imports,Biogaz
5714,Hongrie,2021,0.0,Imports,Biogaz
5715,Irlande,2013,0.0,Imports,Biogaz
5716,Irlande,2014,0.0,Imports,Biogaz
5717,Irlande,2015,0.0,Imports,Biogaz
5718,Irlande,2016,0.0,Imports,Biogaz
5719,Irlande,2017,0.0,Imports,Biogaz
5720,Irlande,2018,0.0,Imports,Biogaz
5721,Irlande,2019,0.0,Imports,Biogaz
5722,Irlande,2020,0.0,Imports,Biogaz
5723,Irlande,2021,0.0,Imports,Biogaz
5724,Italie,2013,0.0,Imports,Biogaz
5725,Italie,2014,0.0,Imports,Biogaz
5726,Italie,2015,0.0,Imports,Biogaz
5727,Italie,2016,0.0,Imports,Biogaz
5728,Italie,2017,0.0,Imports,Biogaz
5729,Italie,2018,0.0,Imports,Biogaz
5730,Italie,2019,0.0,Imports,Biogaz
5731,Italie,2020,0.0,Imports,Biogaz
5732,Italie,2021,0.0,Imports,Biogaz
5733,Lituanie,2013,0.0,Imports,Biogaz
5734,Lituanie,2014,0.0,Imports,Biogaz
5735,Lituanie,2015,0.0,Imports,Biogaz
5736,Lituanie,2016,0.0,Imports,Biogaz
5737,Lituanie,2017,0.0,Imports,Biogaz
5738,Lituanie,2018,0.0,Imports,Biogaz
5739,Lituanie,2019,0.0,Imports,Biogaz
5740,Lituanie,2020,0.0,Imports,Biogaz
5741,Lituanie,2021,0.0,Imports,Biogaz
5742,Luxembourg,2013,0.0,Imports,Biogaz
5743,Luxembourg,2014,0.0,Imports,Biogaz
5744,Luxembourg,2015,0.0,Imports,Biogaz
5745,Luxembourg,2016,0.0,Imports,Biogaz
5746,Luxembourg,2017,0.0,Imports,Biogaz
5747,Luxembourg,2018,0.0,Imports,Biogaz
5748,Luxembourg,2019,0.0,Imports,Biogaz
5749,Luxembourg,2020,0.0,Imports,Biogaz
5750,Luxembourg,2021,0.0,Imports,Biogaz
5751,Lettonie,2013,0.0,Imports,Biogaz
5752,Lettonie,2014,0.0,Imports,Biogaz
5753,Lettonie,2015,0.0,Imports,Biogaz
5754,Lettonie,2016,0.0,Imports,Biogaz
5755,Lettonie,2017,0.0,Imports,Biogaz
5756,Lettonie,2018,0.0,Imports,Biogaz
5757,Lettonie,2019,0.0,Imports,Biogaz
5758,Lettonie,2020,0.0,Imports,Biogaz
5759,Lettonie,2021,0.0,Imports,Biogaz
5760,Malte,2013,0.0,Imports,Biogaz
5761,Malte,2014,0.0,Imports,Biogaz
5762,Malte,2015,0.0,Imports,Biogaz
5763,Malte,2016,0.0,Imports,Biogaz
5764,Malte,2017,0.0,Imports,Biogaz
5765,Malte,2018,0.0,Imports,Biogaz
5766,Malte,2019,0.0,Imports,Biogaz
5767,Malte,2020,0.0,Imports,Biogaz
5768,Malte,2021,0.0,Imports,Biogaz
5769,Pays-Bas,2013,0.0,Imports,Biogaz
5770,Pays-Bas,2014,0.0,Imports,Biogaz
5771,Pays-Bas,2015,0.0,Imports,Biogaz
5772,Pays-Bas,2016,0.0,Imports,Biogaz
5773,Pays-Bas,2017,0.0,Imports,Biogaz
5774,Pays-Bas,2018,0.0,Imports,Biogaz
5775,Pays-Bas,2019,0.0,Imports,Biogaz
5776,Pays-Bas,2020,0.0,Imports,Biogaz
5777,Pays-Bas,2021,0.0,Imports,Biogaz
5778,Pologne,2013,0.0,Imports,Biogaz
5779,Pologne,2014,0.0,Imports,Biogaz
5780,Pologne,2015,0.0,Imports,Biogaz
5781,Pologne,2016,0.0,Imports,Biogaz
5782,Pologne,2017,0.0,Imports,Biogaz
5783,Pologne,2018,0.0,Imports,Biogaz
5784,Pologne,2019,0.0,Imports,Biogaz
5785,Pologne,2020,0.0,Imports,Biogaz
5786,Pologne,2021,0.0,Imports,Biogaz
5787,Portugal,2013,0.0,Imports,Biogaz
5788,Portugal,2014,0.0,Imports,Biogaz
5789,Portugal,2015,0.0,Imports,Biogaz
5790,Portugal,2016,0.0,Imports,Biogaz
5791,Portugal,2017,0.0,Imports,Biogaz
5792,Portugal,2018,0.0,Imports,Biogaz
5793,Portugal,2019,0.0,Imports,Biogaz
5794,Portugal,2020,0.0,Imports,Biogaz
5795,Portugal,2021,0.0,Imports,Biogaz
5796,Roumanie,2013,0.0,Imports,Biogaz
5797,Roumanie,2014,0.0,Imports,Biogaz
5798,Roumanie,2015,0.0,Imports,Biogaz
5799,Roumanie,2016,0.0,Imports,Biogaz
5800,Roumanie,2017,0.0,Imports,Biogaz
5801,Roumanie,2018,0.0,Imports,Biogaz
5802,Roumanie,2019,0.0,Imports,Biogaz
5803,Roumanie,2020,0.0,Imports,Biogaz
5804,Roumanie,2021,0.0,Imports,Biogaz
5805,Suède,2013,0.0,Imports,Biogaz
5806,Suède,2014,0.0,Imports,Biogaz
5807,Suède,2015,0.0,Imports,Biogaz
5808,Suède,2016,0.0,Imports,Biogaz
5809,Suède,2017,0.0,Imports,Biogaz
5810,Suède,2018,0.0,Imports,Biogaz
5811,Suède,2019,0.0,Imports,Biogaz
5812,Suède,2020,0.0,Imports,Biogaz
5813,Suède,2021,0.0,Imports,Biogaz
5814,Slovénie,2013,0.0,Imports,Biogaz
5815,Slovénie,2014,0.0,Imports,Biogaz
5816,Slovénie,2015,0.0,Imports,Biogaz
5817,Slovénie,2016,0.0,Imports,Biogaz
5818,Slovénie,2017,0.0,Imports,Biogaz
5819,Slovénie,2018,0.0,Imports,Biogaz
5820,Slovénie,2019,0.0,Imports,Biogaz
5821,Slovénie,2020,0.0,Imports,Biogaz
5822,Slovénie,2021,0.0,Imports,Biogaz
5823,Slovaquie,2013,0.0,Imports,Biogaz
5824,Slovaquie,2014,0.0,Imports,Biogaz
5825,Slovaquie,2015,0.0,Imports,Biogaz
5826,Slovaquie,2016,0.0,Imports,Biogaz
5827,Slovaquie,2017,0.0,Imports,Biogaz
5828,Slovaquie,2018,0.0,Imports,Biogaz
5829,Slovaquie,2019,0.0,Imports,Biogaz
5830,Slovaquie,2020,0.0,Imports,Biogaz
5831,Slovaquie,2021,0.0,Imports,Biogaz
5832,Autriche,2013,11256006.0,Imports,Biocarburants
5833,Autriche,2014,11104609.0,Imports,Biocarburants
5834,Autriche,2015,10995130.0,Imports,Biocarburants
5835,Autriche,2016,9987478.0,Imports,Biocarburants
5836,Autriche,2017,9777104.0,Imports,Biocarburants
5837,Autriche,2018,10764694.0,Imports,Biocarburants
5838,Autriche,2019,10291379.0,Imports,Biocarburants
5839,Autriche,2020,9152621.0,Imports,Biocarburants
5840,Autriche,2021,9163363.0,Imports,Biocarburants
5841,Belgique,2013,8210023.999999999,Imports,Biocarburants
5842,Belgique,2014,7224931.0,Imports,Biocarburants
5843,Belgique,2015,9410311.0,Imports,Biocarburants
5844,Belgique,2016,12898380.0,Imports,Biocarburants
5845,Belgique,2017,13366577.0,Imports,Biocarburants
5846,Belgique,2018,13382971.0,Imports,Biocarburants
5847,Belgique,2019,13872660.0,Imports,Biocarburants
5848,Belgique,2020,15757622.0,Imports,Biocarburants
5849,Belgique,2021,14889822.0,Imports,Biocarburants
5850,Bulgarie,2013,1111048.0,Imports,Biocarburants
5851,Bulgarie,2014,717194.0,Imports,Biocarburants
5852,Bulgarie,2015,1633700.0,Imports,Biocarburants
5853,Bulgarie,2016,1811510.0,Imports,Biocarburants
5854,Bulgarie,2017,1167899.0,Imports,Biocarburants
5855,Bulgarie,2018,1572887.0,Imports,Biocarburants
5856,Bulgarie,2019,1336369.0,Imports,Biocarburants
5857,Bulgarie,2020,1694730.0,Imports,Biocarburants
5858,Bulgarie,2021,1397791.0,Imports,Biocarburants
5859,Chypre,2013,291959.0,Imports,Biocarburants
5860,Chypre,2014,246054.0,Imports,Biocarburants
5861,Chypre,2015,312076.0,Imports,Biocarburants
5862,Chypre,2016,364583.0,Imports,Biocarburants
5863,Chypre,2017,431820.0,Imports,Biocarburants
5864,Chypre,2018,524887.0,Imports,Biocarburants
5865,Chypre,2019,527913.0,Imports,Biocarburants
5866,Chypre,2020,847162.0,Imports,Biocarburants
5867,Chypre,2021,772397.0,Imports,Biocarburants
5868,République tchèque,2013,2724399.0,Imports,Biocarburants
5869,République tchèque,2014,3197833.0,Imports,Biocarburants
5870,République tchèque,2015,4255621.0,Imports,Biocarburants
5871,République tchèque,2016,5015011.0,Imports,Biocarburants
5872,République tchèque,2017,5231308.0,Imports,Biocarburants
5873,République tchèque,2018,5014118.0,Imports,Biocarburants
5874,République tchèque,2019,4803741.0,Imports,Biocarburants
5875,République tchèque,2020,5331779.0,Imports,Biocarburants
5876,République tchèque,2021,5573151.0,Imports,Biocarburants
5877,Allemagne,2013,27950282.0,Imports,Biocarburants
5878,Allemagne,2014,27765916.0,Imports,Biocarburants
5879,Allemagne,2015,26681893.0,Imports,Biocarburants
5880,Allemagne,2016,24034888.0,Imports,Biocarburants
5881,Allemagne,2017,24149955.0,Imports,Biocarburants
5882,Allemagne,2018,30215835.0,Imports,Biocarburants
5883,Allemagne,2019,27265823.0,Imports,Biocarburants
5884,Allemagne,2020,40549489.0,Imports,Biocarburants
5885,Allemagne,2021,31933140.0,Imports,Biocarburants
5886,Danemark,2013,14900778.0,Imports,Biocarburants
5887,Danemark,2014,15641576.0,Imports,Biocarburants
5888,Danemark,2015,14572761.0,Imports,Biocarburants
5889,Danemark,2016,16793762.0,Imports,Biocarburants
5890,Danemark,2017,21207960.0,Imports,Biocarburants
5891,Danemark,2018,20646584.0,Imports,Biocarburants
5892,Danemark,2019,21394273.0,Imports,Biocarburants
5893,Danemark,2020,22706871.0,Imports,Biocarburants
5894,Danemark,2021,30000588.0,Imports,Biocarburants
5895,Estonie,2013,137778.0,Imports,Biocarburants
5896,Estonie,2014,410944.0,Imports,Biocarburants
5897,Estonie,2015,272556.0,Imports,Biocarburants
5898,Estonie,2016,212611.0,Imports,Biocarburants
5899,Estonie,2017,291596.0,Imports,Biocarburants
5900,Estonie,2018,460180.0,Imports,Biocarburants
5901,Estonie,2019,698201.0,Imports,Biocarburants
5902,Estonie,2020,979929.0,Imports,Biocarburants
5903,Estonie,2021,1079557.0,Imports,Biocarburants
5904,Grèce,2013,1679025.0,Imports,Biocarburants
5905,Grèce,2014,1472259.0,Imports,Biocarburants
5906,Grèce,2015,1613324.0,Imports,Biocarburants
5907,Grèce,2016,1687221.0,Imports,Biocarburants
5908,Grèce,2017,1675626.0,Imports,Biocarburants
5909,Grèce,2018,1654366.0,Imports,Biocarburants
5910,Grèce,2019,1605717.0,Imports,Biocarburants
5911,Grèce,2020,2375178.0,Imports,Biocarburants
5912,Grèce,2021,2281740.0,Imports,Biocarburants
5913,Espagne,2013,12746386.0,Imports,Biocarburants
5914,Espagne,2014,15493674.0,Imports,Biocarburants
5915,Espagne,2015,6191732.0,Imports,Biocarburants
5916,Espagne,2016,8896211.0,Imports,Biocarburants
5917,Espagne,2017,10430898.0,Imports,Biocarburants
5918,Espagne,2018,19362773.0,Imports,Biocarburants
5919,Espagne,2019,19476804.0,Imports,Biocarburants
5920,Espagne,2020,14927577.0,Imports,Biocarburants
5921,Espagne,2021,19357604.0,Imports,Biocarburants
5922,Finlande,2013,3186607.0,Imports,Biocarburants
5923,Finlande,2014,5870469.0,Imports,Biocarburants
5924,Finlande,2015,1594295.0,Imports,Biocarburants
5925,Finlande,2016,1486650.0,Imports,Biocarburants
5926,Finlande,2017,1692638.0,Imports,Biocarburants
5927,Finlande,2018,3934588.0,Imports,Biocarburants
5928,Finlande,2019,5671284.0,Imports,Biocarburants
5929,Finlande,2020,6791937.0,Imports,Biocarburants
5930,Finlande,2021,7354244.0,Imports,Biocarburants
5931,France,2013,7358086.0,Imports,Biocarburants
5932,France,2014,10978244.0,Imports,Biocarburants
5933,France,2015,10457667.0,Imports,Biocarburants
5934,France,2016,14775817.0,Imports,Biocarburants
5935,France,2017,18858732.0,Imports,Biocarburants
5936,France,2018,19424461.0,Imports,Biocarburants
5937,France,2019,22499696.0,Imports,Biocarburants
5938,France,2020,16922894.0,Imports,Biocarburants
5939,France,2021,24834925.0,Imports,Biocarburants
5940,Croatie,2013,120067.0,Imports,Biocarburants
5941,Croatie,2014,135247.0,Imports,Biocarburants
5942,Croatie,2015,326154.0,Imports,Biocarburants
5943,Croatie,2016,334167.0,Imports,Biocarburants
5944,Croatie,2017,429631.0,Imports,Biocarburants
5945,Croatie,2018,837567.0,Imports,Biocarburants
5946,Croatie,2019,1340966.0,Imports,Biocarburants
5947,Croatie,2020,1460192.0,Imports,Biocarburants
5948,Croatie,2021,1802130.0,Imports,Biocarburants
5949,Hongrie,2013,1416442.0,Imports,Biocarburants
5950,Hongrie,2014,2016376.0,Imports,Biocarburants
5951,Hongrie,2015,2353435.0,Imports,Biocarburants
5952,Hongrie,2016,2670490.0,Imports,Biocarburants
5953,Hongrie,2017,2763083.0,Imports,Biocarburants
5954,Hongrie,2018,2900694.0,Imports,Biocarburants
5955,Hongrie,2019,3014889.0,Imports,Biocarburants
5956,Hongrie,2020,2886139.0,Imports,Biocarburants
5957,Hongrie,2021,2731889.0,Imports,Biocarburants
5958,Irlande,2013,1330263.0,Imports,Biocarburants
5959,Irlande,2014,1542931.0,Imports,Biocarburants
5960,Irlande,2015,1389320.0,Imports,Biocarburants
5961,Irlande,2016,1626891.0,Imports,Biocarburants
5962,Irlande,2017,1850435.0,Imports,Biocarburants
5963,Irlande,2018,1767718.0,Imports,Biocarburants
5964,Irlande,2019,2051527.0,Imports,Biocarburants
5965,Irlande,2020,2135280.0,Imports,Biocarburants
5966,Irlande,2021,1850241.0,Imports,Biocarburants
5967,Italie,2013,34597793.0,Imports,Biocarburants
5968,Italie,2014,34813657.0,Imports,Biocarburants
5969,Italie,2015,32626669.0,Imports,Biocarburants
5970,Italie,2016,31165069.0,Imports,Biocarburants
5971,Italie,2017,30741255.0,Imports,Biocarburants
5972,Italie,2018,33868739.0,Imports,Biocarburants
5973,Italie,2019,31851246.0,Imports,Biocarburants
5974,Italie,2020,30894282.0,Imports,Biocarburants
5975,Italie,2021,33362360.999999996,Imports,Biocarburants
5976,Lituanie,2013,1830156.0,Imports,Biocarburants
5977,Lituanie,2014,1900209.0,Imports,Biocarburants
5978,Lituanie,2015,2273626.0,Imports,Biocarburants
5979,Lituanie,2016,2189136.0,Imports,Biocarburants
