,Pays,Année,Valeur (MW),Type,Class
561,Grèce,2016,68278.0,Export,Biocarburants
562,Grèce,2017,152212.0,Export,Biocarburants
563,Grèce,2018,210426.0,Export,Biocarburants
564,Grèce,2019,291304.0,Export,Biocarburants
565,Grèce,2020,670208.0,Export,Biocarburants
566,Grèce,2021,552379.0,Export,Biocarburants
567,Espagne,2013,10248945.0,Export,Biocarburants
568,Espagne,2014,17462228.0,Export,Biocarburants
569,Espagne,2015,10900965.0,Export,Biocarburants
570,Espagne,2016,13601722.0,Export,Biocarburants
571,Espagne,2017,17425533.0,Export,Biocarburants
572,Espagne,2018,24262488.0,Export,Biocarburants
573,Espagne,2019,24590333.0,Export,Biocarburants
574,Espagne,2020,23013214.0,Export,Biocarburants
575,Espagne,2021,29161920.0,Export,Biocarburants
576,Finlande,2013,3984044.0,Export,Biocarburants
577,Finlande,2014,3960736.0,Export,Biocarburants
578,Finlande,2015,494750.0,Export,Biocarburants
579,Finlande,2016,368611.0,Export,Biocarburants
580,Finlande,2017,324444.0,Export,Biocarburants
581,Finlande,2018,496861.0,Export,Biocarburants
582,Finlande,2019,586778.0,Export,Biocarburants
583,Finlande,2020,737611.0,Export,Biocarburants
584,Finlande,2021,1209417.0,Export,Biocarburants
585,France,2013,6199334.0,Export,Biocarburants
586,France,2014,6384209.0,Export,Biocarburants
587,France,2015,7494991.0,Export,Biocarburants
588,France,2016,7068466.0,Export,Biocarburants
589,France,2017,7632583.0,Export,Biocarburants
590,France,2018,11183836.0,Export,Biocarburants
591,France,2019,10655150.0,Export,Biocarburants
592,France,2020,9316802.0,Export,Biocarburants
593,France,2021,8747638.0,Export,Biocarburants
594,Croatie,2013,2853007.0,Export,Biocarburants
595,Croatie,2014,3329075.0,Export,Biocarburants
596,Croatie,2015,3466218.0,Export,Biocarburants
597,Croatie,2016,3632785.0,Export,Biocarburants
598,Croatie,2017,3875832.0,Export,Biocarburants
599,Croatie,2018,3221222.0,Export,Biocarburants
600,Croatie,2019,2917597.0,Export,Biocarburants
601,Croatie,2020,2948275.0,Export,Biocarburants
602,Croatie,2021,3499251.0,Export,Biocarburants
603,Hongrie,2013,3648990.0,Export,Biocarburants
604,Hongrie,2014,3670990.0,Export,Biocarburants
605,Hongrie,2015,4968005.0,Export,Biocarburants
606,Hongrie,2016,5071745.0,Export,Biocarburants
607,Hongrie,2017,5290000.0,Export,Biocarburants
608,Hongrie,2018,5164333.0,Export,Biocarburants
609,Hongrie,2019,5479528.0,Export,Biocarburants
610,Hongrie,2020,4358528.0,Export,Biocarburants
611,Hongrie,2021,4937528.0,Export,Biocarburants
612,Irlande,2013,58.0,Export,Biocarburants
613,Irlande,2014,18.0,Export,Biocarburants
614,Irlande,2015,2407.0,Export,Biocarburants
615,Irlande,2016,2400.0,Export,Biocarburants
616,Irlande,2017,2400.0,Export,Biocarburants
617,Irlande,2018,109930.0,Export,Biocarburants
618,Irlande,2019,77972.0,Export,Biocarburants
619,Irlande,2020,145437.0,Export,Biocarburants
620,Irlande,2021,203743.0,Export,Biocarburants
621,Italie,2013,582335.0,Export,Biocarburants
622,Italie,2014,1662924.0,Export,Biocarburants
623,Italie,2015,1318106.0,Export,Biocarburants
624,Italie,2016,2648441.0,Export,Biocarburants
625,Italie,2017,3847576.0,Export,Biocarburants
626,Italie,2018,3380137.0,Export,Biocarburants
627,Italie,2019,3336529.0,Export,Biocarburants
628,Italie,2020,5717780.0,Export,Biocarburants
629,Italie,2021,8291214.0,Export,Biocarburants
630,Lituanie,2013,2670259.0,Export,Biocarburants
631,Lituanie,2014,2671194.0,Export,Biocarburants
632,Lituanie,2015,2911937.0,Export,Biocarburants
633,Lituanie,2016,2629418.0,Export,Biocarburants
634,Lituanie,2017,3187497.0,Export,Biocarburants
635,Lituanie,2018,3184856.0,Export,Biocarburants
636,Lituanie,2019,3229667.0,Export,Biocarburants
637,Lituanie,2020,3419100.0,Export,Biocarburants
638,Lituanie,2021,3615150.0,Export,Biocarburants
639,Luxembourg,2013,75497.0,Export,Biocarburants
640,Luxembourg,2014,75481.0,Export,Biocarburants
641,Luxembourg,2015,250168.0,Export,Biocarburants
642,Luxembourg,2016,307670.0,Export,Biocarburants
643,Luxembourg,2017,256067.0,Export,Biocarburants
644,Luxembourg,2018,241269.0,Export,Biocarburants
645,Luxembourg,2019,165641.0,Export,Biocarburants
646,Luxembourg,2020,224058.0,Export,Biocarburants
647,Luxembourg,2021,247022.0,Export,Biocarburants
648,Lettonie,2013,8192539.000000001,Export,Biocarburants
649,Lettonie,2014,9206457.0,Export,Biocarburants
650,Lettonie,2015,10087997.0,Export,Biocarburants
651,Lettonie,2016,11189257.0,Export,Biocarburants
652,Lettonie,2017,10760562.0,Export,Biocarburants
653,Lettonie,2018,11719909.0,Export,Biocarburants
654,Lettonie,2019,15428830.0,Export,Biocarburants
655,Lettonie,2020,15644355.0,Export,Biocarburants
656,Lettonie,2021,16962675.0,Export,Biocarburants
657,Malte,2013,0.0,Export,Biocarburants
658,Malte,2014,0.0,Export,Biocarburants
659,Malte,2015,0.0,Export,Biocarburants
660,Malte,2016,0.0,Export,Biocarburants
661,Malte,2017,0.0,Export,Biocarburants
662,Malte,2018,2966.0,Export,Biocarburants
663,Malte,2019,10828.0,Export,Biocarburants
664,Malte,2020,0.0,Export,Biocarburants
665,Malte,2021,0.0,Export,Biocarburants
666,Pays-Bas,2013,16232778.0,Export,Biocarburants
667,Pays-Bas,2014,19493056.0,Export,Biocarburants
668,Pays-Bas,2015,18375682.0,Export,Biocarburants
669,Pays-Bas,2016,16880073.0,Export,Biocarburants
670,Pays-Bas,2017,19901788.0,Export,Biocarburants
671,Pays-Bas,2018,16059387.0,Export,Biocarburants
672,Pays-Bas,2019,17821035.0,Export,Biocarburants
673,Pays-Bas,2020,19064496.0,Export,Biocarburants
674,Pays-Bas,2021,18067120.0,Export,Biocarburants
675,Pologne,2013,1674654.0,Export,Biocarburants
676,Pologne,2014,4924886.0,Export,Biocarburants
677,Pologne,2015,8596414.0,Export,Biocarburants
678,Pologne,2016,12579923.0,Export,Biocarburants
679,Pologne,2017,10916023.0,Export,Biocarburants
680,Pologne,2018,7817037.0,Export,Biocarburants
681,Pologne,2019,7432651.0,Export,Biocarburants
682,Pologne,2020,6807157.0,Export,Biocarburants
683,Pologne,2021,6592389.0,Export,Biocarburants
684,Portugal,2013,4533163.0,Export,Biocarburants
685,Portugal,2014,4553465.0,Export,Biocarburants
686,Portugal,2015,4081213.0,Export,Biocarburants
687,Portugal,2016,3902988.0,Export,Biocarburants
688,Portugal,2017,3426915.0,Export,Biocarburants
689,Portugal,2018,3994611.0,Export,Biocarburants
690,Portugal,2019,4710116.0,Export,Biocarburants
691,Portugal,2020,4379439.0,Export,Biocarburants
692,Portugal,2021,4101868.0000000005,Export,Biocarburants
693,Roumanie,2013,2448556.0,Export,Biocarburants
694,Roumanie,2014,2044819.0,Export,Biocarburants
695,Roumanie,2015,1758193.0,Export,Biocarburants
696,Roumanie,2016,1216402.0,Export,Biocarburants
697,Roumanie,2017,812407.0,Export,Biocarburants
698,Roumanie,2018,725536.0,Export,Biocarburants
699,Roumanie,2019,439739.0,Export,Biocarburants
700,Roumanie,2020,457623.0,Export,Biocarburants
701,Roumanie,2021,645844.0,Export,Biocarburants
702,Suède,2013,1330561.0,Export,Biocarburants
703,Suède,2014,1585375.0,Export,Biocarburants
704,Suède,2015,2108584.0,Export,Biocarburants
705,Suède,2016,2940478.0,Export,Biocarburants
706,Suède,2017,3265379.0,Export,Biocarburants
707,Suède,2018,4332444.0,Export,Biocarburants
708,Suède,2019,4694389.0,Export,Biocarburants
709,Suède,2020,4668146.0,Export,Biocarburants
710,Suède,2021,6172423.0,Export,Biocarburants
711,Slovénie,2013,0.0,Export,Biocarburants
712,Slovénie,2014,0.0,Export,Biocarburants
713,Slovénie,2015,0.0,Export,Biocarburants
714,Slovénie,2016,0.0,Export,Biocarburants
715,Slovénie,2017,0.0,Export,Biocarburants
716,Slovénie,2018,0.0,Export,Biocarburants
717,Slovénie,2019,0.0,Export,Biocarburants
718,Slovénie,2020,3938.0,Export,Biocarburants
719,Slovénie,2021,3441.0,Export,Biocarburants
720,Slovaquie,2013,1185833.0,Export,Biocarburants
721,Slovaquie,2014,1110097.0,Export,Biocarburants
722,Slovaquie,2015,1348778.0,Export,Biocarburants
723,Slovaquie,2016,1519681.0,Export,Biocarburants
724,Slovaquie,2017,1593559.0,Export,Biocarburants
725,Slovaquie,2018,1615193.0,Export,Biocarburants
726,Slovaquie,2019,1613554.0,Export,Biocarburants
727,Slovaquie,2020,1592612.0,Export,Biocarburants
728,Slovaquie,2021,1537249.0,Export,Biocarburants
729,Autriche,2013,,Export,Hydraulique
730,Autriche,2014,,Export,Hydraulique
731,Autriche,2015,,Export,Hydraulique
732,Autriche,2016,,Export,Hydraulique
733,Autriche,2017,,Export,Hydraulique
734,Autriche,2018,,Export,Hydraulique
735,Autriche,2019,,Export,Hydraulique
736,Autriche,2020,,Export,Hydraulique
737,Autriche,2021,,Export,Hydraulique
738,Belgique,2013,,Export,Hydraulique
739,Belgique,2014,,Export,Hydraulique
740,Belgique,2015,,Export,Hydraulique
741,Belgique,2016,,Export,Hydraulique
742,Belgique,2017,,Export,Hydraulique
743,Belgique,2018,,Export,Hydraulique
744,Belgique,2019,,Export,Hydraulique
745,Belgique,2020,,Export,Hydraulique
746,Belgique,2021,,Export,Hydraulique
747,Bulgarie,2013,,Export,Hydraulique
748,Bulgarie,2014,,Export,Hydraulique
749,Bulgarie,2015,,Export,Hydraulique
750,Bulgarie,2016,,Export,Hydraulique
751,Bulgarie,2017,,Export,Hydraulique
752,Bulgarie,2018,,Export,Hydraulique
753,Bulgarie,2019,,Export,Hydraulique
754,Bulgarie,2020,,Export,Hydraulique
755,Bulgarie,2021,,Export,Hydraulique
756,Chypre,2013,,Export,Hydraulique
757,Chypre,2014,,Export,Hydraulique
758,Chypre,2015,,Export,Hydraulique
759,Chypre,2016,,Export,Hydraulique
760,Chypre,2017,,Export,Hydraulique
761,Chypre,2018,,Export,Hydraulique
762,Chypre,2019,,Export,Hydraulique
763,Chypre,2020,,Export,Hydraulique
764,Chypre,2021,,Export,Hydraulique
765,République tchèque,2013,,Export,Hydraulique
766,République tchèque,2014,,Export,Hydraulique
767,République tchèque,2015,,Export,Hydraulique
768,République tchèque,2016,,Export,Hydraulique
769,République tchèque,2017,,Export,Hydraulique
770,République tchèque,2018,,Export,Hydraulique
771,République tchèque,2019,,Export,Hydraulique
772,République tchèque,2020,,Export,Hydraulique
773,République tchèque,2021,,Export,Hydraulique
774,Allemagne,2013,,Export,Hydraulique
775,Allemagne,2014,,Export,Hydraulique
776,Allemagne,2015,,Export,Hydraulique
777,Allemagne,2016,,Export,Hydraulique
778,Allemagne,2017,,Export,Hydraulique
779,Allemagne,2018,,Export,Hydraulique
780,Allemagne,2019,,Export,Hydraulique
781,Allemagne,2020,,Export,Hydraulique
782,Allemagne,2021,,Export,Hydraulique
783,Danemark,2013,,Export,Hydraulique
784,Danemark,2014,,Export,Hydraulique
785,Danemark,2015,,Export,Hydraulique
786,Danemark,2016,,Export,Hydraulique
787,Danemark,2017,,Export,Hydraulique
788,Danemark,2018,,Export,Hydraulique
789,Danemark,2019,,Export,Hydraulique
790,Danemark,2020,,Export,Hydraulique
791,Danemark,2021,,Export,Hydraulique
792,Estonie,2013,,Export,Hydraulique
793,Estonie,2014,,Export,Hydraulique
794,Estonie,2015,,Export,Hydraulique
795,Estonie,2016,,Export,Hydraulique
796,Estonie,2017,,Export,Hydraulique
797,Estonie,2018,,Export,Hydraulique
798,Estonie,2019,,Export,Hydraulique
799,Estonie,2020,,Export,Hydraulique
800,Estonie,2021,,Export,Hydraulique
801,Grèce,2013,,Export,Hydraulique
802,Grèce,2014,,Export,Hydraulique
803,Grèce,2015,,Export,Hydraulique
804,Grèce,2016,,Export,Hydraulique
805,Grèce,2017,,Export,Hydraulique
806,Grèce,2018,,Export,Hydraulique
807,Grèce,2019,,Export,Hydraulique
808,Grèce,2020,,Export,Hydraulique
809,Grèce,2021,,Export,Hydraulique
810,Espagne,2013,,Export,Hydraulique
811,Espagne,2014,,Export,Hydraulique
812,Espagne,2015,,Export,Hydraulique
813,Espagne,2016,,Export,Hydraulique
814,Espagne,2017,,Export,Hydraulique
815,Espagne,2018,,Export,Hydraulique
816,Espagne,2019,,Export,Hydraulique
817,Espagne,2020,,Export,Hydraulique
818,Espagne,2021,,Export,Hydraulique
819,Finlande,2013,,Export,Hydraulique
820,Finlande,2014,,Export,Hydraulique
821,Finlande,2015,,Export,Hydraulique
822,Finlande,2016,,Export,Hydraulique
823,Finlande,2017,,Export,Hydraulique
824,Finlande,2018,,Export,Hydraulique
825,Finlande,2019,,Export,Hydraulique
826,Finlande,2020,,Export,Hydraulique
827,Finlande,2021,,Export,Hydraulique
828,France,2013,,Export,Hydraulique
829,France,2014,,Export,Hydraulique
830,France,2015,,Export,Hydraulique
831,France,2016,,Export,Hydraulique
832,France,2017,,Export,Hydraulique
833,France,2018,,Export,Hydraulique
834,France,2019,,Export,Hydraulique
835,France,2020,,Export,Hydraulique
836,France,2021,,Export,Hydraulique
837,Croatie,2013,,Export,Hydraulique
838,Croatie,2014,,Export,Hydraulique
839,Croatie,2015,,Export,Hydraulique
840,Croatie,2016,,Export,Hydraulique
841,Croatie,2017,,Export,Hydraulique
842,Croatie,2018,,Export,Hydraulique
843,Croatie,2019,,Export,Hydraulique
844,Croatie,2020,,Export,Hydraulique
845,Croatie,2021,,Export,Hydraulique
846,Hongrie,2013,,Export,Hydraulique
847,Hongrie,2014,,Export,Hydraulique
848,Hongrie,2015,,Export,Hydraulique
849,Hongrie,2016,,Export,Hydraulique
850,Hongrie,2017,,Export,Hydraulique
851,Hongrie,2018,,Export,Hydraulique
852,Hongrie,2019,,Export,Hydraulique
853,Hongrie,2020,,Export,Hydraulique
854,Hongrie,2021,,Export,Hydraulique
855,Irlande,2013,,Export,Hydraulique
856,Irlande,2014,,Export,Hydraulique
857,Irlande,2015,,Export,Hydraulique
858,Irlande,2016,,Export,Hydraulique
859,Irlande,2017,,Export,Hydraulique
860,Irlande,2018,,Export,Hydraulique
861,Irlande,2019,,Export,Hydraulique
862,Irlande,2020,,Export,Hydraulique
863,Irlande,2021,,Export,Hydraulique
864,Italie,2013,,Export,Hydraulique
865,Italie,2014,,Export,Hydraulique
866,Italie,2015,,Export,Hydraulique
867,Italie,2016,,Export,Hydraulique
868,Italie,2017,,Export,Hydraulique
869,Italie,2018,,Export,Hydraulique
870,Italie,2019,,Export,Hydraulique
871,Italie,2020,,Export,Hydraulique
872,Italie,2021,,Export,Hydraulique
873,Lituanie,2013,,Export,Hydraulique
874,Lituanie,2014,,Export,Hydraulique
875,Lituanie,2015,,Export,Hydraulique
876,Lituanie,2016,,Export,Hydraulique
877,Lituanie,2017,,Export,Hydraulique
878,Lituanie,2018,,Export,Hydraulique
879,Lituanie,2019,,Export,Hydraulique
880,Lituanie,2020,,Export,Hydraulique
881,Lituanie,2021,,Export,Hydraulique
882,Luxembourg,2013,,Export,Hydraulique
883,Luxembourg,2014,,Export,Hydraulique
884,Luxembourg,2015,,Export,Hydraulique
885,Luxembourg,2016,,Export,Hydraulique
886,Luxembourg,2017,,Export,Hydraulique
887,Luxembourg,2018,,Export,Hydraulique
888,Luxembourg,2019,,Export,Hydraulique
889,Luxembourg,2020,,Export,Hydraulique
890,Luxembourg,2021,,Export,Hydraulique
891,Lettonie,2013,,Export,Hydraulique
892,Lettonie,2014,,Export,Hydraulique
893,Lettonie,2015,,Export,Hydraulique
894,Lettonie,2016,,Export,Hydraulique
895,Lettonie,2017,,Export,Hydraulique
896,Lettonie,2018,,Export,Hydraulique
897,Lettonie,2019,,Export,Hydraulique
898,Lettonie,2020,,Export,Hydraulique
899,Lettonie,2021,,Export,Hydraulique
900,Malte,2013,,Export,Hydraulique
901,Malte,2014,,Export,Hydraulique
902,Malte,2015,,Export,Hydraulique
903,Malte,2016,,Export,Hydraulique
904,Malte,2017,,Export,Hydraulique
905,Malte,2018,,Export,Hydraulique
906,Malte,2019,,Export,Hydraulique
907,Malte,2020,,Export,Hydraulique
908,Malte,2021,,Export,Hydraulique
909,Pays-Bas,2013,,Export,Hydraulique
910,Pays-Bas,2014,,Export,Hydraulique
911,Pays-Bas,2015,,Export,Hydraulique
912,Pays-Bas,2016,,Export,Hydraulique
913,Pays-Bas,2017,,Export,Hydraulique
914,Pays-Bas,2018,,Export,Hydraulique
915,Pays-Bas,2019,,Export,Hydraulique
916,Pays-Bas,2020,,Export,Hydraulique
917,Pays-Bas,2021,,Export,Hydraulique
918,Pologne,2013,,Export,Hydraulique
919,Pologne,2014,,Export,Hydraulique
920,Pologne,2015,,Export,Hydraulique
921,Pologne,2016,,Export,Hydraulique
922,Pologne,2017,,Export,Hydraulique
923,Pologne,2018,,Export,Hydraulique
924,Pologne,2019,,Export,Hydraulique
925,Pologne,2020,,Export,Hydraulique
926,Pologne,2021,,Export,Hydraulique
927,Portugal,2013,,Export,Hydraulique
928,Portugal,2014,,Export,Hydraulique
929,Portugal,2015,,Export,Hydraulique
930,Portugal,2016,,Export,Hydraulique
931,Portugal,2017,,Export,Hydraulique
932,Portugal,2018,,Export,Hydraulique
933,Portugal,2019,,Export,Hydraulique
934,Portugal,2020,,Export,Hydraulique
935,Portugal,2021,,Export,Hydraulique
936,Roumanie,2013,,Export,Hydraulique
937,Roumanie,2014,,Export,Hydraulique
938,Roumanie,2015,,Export,Hydraulique
939,Roumanie,2016,,Export,Hydraulique
940,Roumanie,2017,,Export,Hydraulique
941,Roumanie,2018,,Export,Hydraulique
942,Roumanie,2019,,Export,Hydraulique
943,Roumanie,2020,,Export,Hydraulique
944,Roumanie,2021,,Export,Hydraulique
945,Suède,2013,,Export,Hydraulique
946,Suède,2014,,Export,Hydraulique
947,Suède,2015,,Export,Hydraulique
948,Suède,2016,,Export,Hydraulique
949,Suède,2017,,Export,Hydraulique
950,Suède,2018,,Export,Hydraulique
951,Suède,2019,,Export,Hydraulique
952,Suède,2020,,Export,Hydraulique
953,Suède,2021,,Export,Hydraulique
954,Slovénie,2013,,Export,Hydraulique
955,Slovénie,2014,,Export,Hydraulique
956,Slovénie,2015,,Export,Hydraulique
957,Slovénie,2016,,Export,Hydraulique
958,Slovénie,2017,,Export,Hydraulique
959,Slovénie,2018,,Export,Hydraulique
960,Slovénie,2019,,Export,Hydraulique
961,Slovénie,2020,,Export,Hydraulique
962,Slovénie,2021,,Export,Hydraulique
963,Slovaquie,2013,,Export,Hydraulique
964,Slovaquie,2014,,Export,Hydraulique
965,Slovaquie,2015,,Export,Hydraulique
966,Slovaquie,2016,,Export,Hydraulique
967,Slovaquie,2017,,Export,Hydraulique
968,Slovaquie,2018,,Export,Hydraulique
969,Slovaquie,2019,,Export,Hydraulique
970,Slovaquie,2020,,Export,Hydraulique
971,Slovaquie,2021,,Export,Hydraulique
972,Autriche,2013,0.0,Export,Geothermique
973,Autriche,2014,0.0,Export,Geothermique
974,Autriche,2015,0.0,Export,Geothermique
975,Autriche,2016,0.0,Export,Geothermique
976,Autriche,2017,0.0,Export,Geothermique
977,Autriche,2018,0.0,Export,Geothermique
978,Autriche,2019,0.0,Export,Geothermique
979,Autriche,2020,0.0,Export,Geothermique
980,Autriche,2021,0.0,Export,Geothermique
981,Belgique,2013,0.0,Export,Geothermique
982,Belgique,2014,0.0,Export,Geothermique
983,Belgique,2015,0.0,Export,Geothermique
984,Belgique,2016,0.0,Export,Geothermique
985,Belgique,2017,0.0,Export,Geothermique
986,Belgique,2018,0.0,Export,Geothermique
987,Belgique,2019,0.0,Export,Geothermique
988,Belgique,2020,0.0,Export,Geothermique
989,Belgique,2021,0.0,Export,Geothermique
990,Bulgarie,2013,0.0,Export,Geothermique
991,Bulgarie,2014,0.0,Export,Geothermique
992,Bulgarie,2015,0.0,Export,Geothermique
993,Bulgarie,2016,0.0,Export,Geothermique
994,Bulgarie,2017,0.0,Export,Geothermique
995,Bulgarie,2018,0.0,Export,Geothermique
996,Bulgarie,2019,0.0,Export,Geothermique
997,Bulgarie,2020,0.0,Export,Geothermique
998,Bulgarie,2021,0.0,Export,Geothermique
999,Chypre,2013,0.0,Export,Geothermique
1000,Chypre,2014,0.0,Export,Geothermique
1001,Chypre,2015,0.0,Export,Geothermique
1002,Chypre,2016,0.0,Export,Geothermique
1003,Chypre,2017,0.0,Export,Geothermique
1004,Chypre,2018,0.0,Export,Geothermique
1005,Chypre,2019,0.0,Export,Geothermique
1006,Chypre,2020,0.0,Export,Geothermique
1007,Chypre,2021,0.0,Export,Geothermique
1008,République tchèque,2013,0.0,Export,Geothermique
1009,République tchèque,2014,0.0,Export,Geothermique
1010,République tchèque,2015,0.0,Export,Geothermique
1011,République tchèque,2016,0.0,Export,Geothermique
1012,République tchèque,2017,0.0,Export,Geothermique
1013,République tchèque,2018,0.0,Export,Geothermique
1014,République tchèque,2019,0.0,Export,Geothermique
1015,République tchèque,2020,0.0,Export,Geothermique
1016,République tchèque,2021,0.0,Export,Geothermique
1017,Allemagne,2013,0.0,Export,Geothermique
1018,Allemagne,2014,0.0,Export,Geothermique
1019,Allemagne,2015,0.0,Export,Geothermique
1020,Allemagne,2016,0.0,Export,Geothermique
1021,Allemagne,2017,0.0,Export,Geothermique
1022,Allemagne,2018,0.0,Export,Geothermique
1023,Allemagne,2019,0.0,Export,Geothermique
1024,Allemagne,2020,0.0,Export,Geothermique
1025,Allemagne,2021,0.0,Export,Geothermique
1026,Danemark,2013,0.0,Export,Geothermique
1027,Danemark,2014,0.0,Export,Geothermique
1028,Danemark,2015,0.0,Export,Geothermique
1029,Danemark,2016,0.0,Export,Geothermique
1030,Danemark,2017,0.0,Export,Geothermique
1031,Danemark,2018,0.0,Export,Geothermique
1032,Danemark,2019,0.0,Export,Geothermique
1033,Danemark,2020,0.0,Export,Geothermique
1034,Danemark,2021,0.0,Export,Geothermique
1035,Estonie,2013,0.0,Export,Geothermique
1036,Estonie,2014,0.0,Export,Geothermique
1037,Estonie,2015,0.0,Export,Geothermique
1038,Estonie,2016,0.0,Export,Geothermique
1039,Estonie,2017,0.0,Export,Geothermique
1040,Estonie,2018,0.0,Export,Geothermique
1041,Estonie,2019,0.0,Export,Geothermique
1042,Estonie,2020,0.0,Export,Geothermique
1043,Estonie,2021,0.0,Export,Geothermique
1044,Grèce,2013,0.0,Export,Geothermique
1045,Grèce,2014,0.0,Export,Geothermique
1046,Grèce,2015,0.0,Export,Geothermique
1047,Grèce,2016,0.0,Export,Geothermique
1048,Grèce,2017,0.0,Export,Geothermique
1049,Grèce,2018,0.0,Export,Geothermique
1050,Grèce,2019,0.0,Export,Geothermique
1051,Grèce,2020,0.0,Export,Geothermique
1052,Grèce,2021,0.0,Export,Geothermique
1053,Espagne,2013,0.0,Export,Geothermique
1054,Espagne,2014,0.0,Export,Geothermique
1055,Espagne,2015,0.0,Export,Geothermique
1056,Espagne,2016,0.0,Export,Geothermique
1057,Espagne,2017,0.0,Export,Geothermique
1058,Espagne,2018,0.0,Export,Geothermique
1059,Espagne,2019,0.0,Export,Geothermique
1060,Espagne,2020,0.0,Export,Geothermique
1061,Espagne,2021,0.0,Export,Geothermique
1062,Finlande,2013,0.0,Export,Geothermique
1063,Finlande,2014,0.0,Export,Geothermique
1064,Finlande,2015,0.0,Export,Geothermique
1065,Finlande,2016,0.0,Export,Geothermique
